customer_id,name,email,signup_date,total_spent,total_transactions,last_purchase_date,days_as_customer,days_since_last_purchase,transactions_per_month,avg_spend_per_transaction,lifetime_value_per_month,engagement_bin_equal,spend_tier_quantile,recency_score,frequency_score,monetary_score,rfm_score,total_spent_normalized,total_spent_zscore
1025,Customer_1025,customer_1025@example.com,2025-06-18,2714.0,4,2025-03-11,197.0,296.0,0.6091370558375635,678.5,413.2994923857868,low,tier_4,2,3,4,9,0.08597313735428282,0.11322717653688176
1026,Customer_1026,customer_1026@example.com,2025-07-19,2730.0,4,2025-03-15,166.0,292.0,0.7228915662650602,682.5,493.3734939759036,low,tier_4,2,3,4,9,0.08647997972630513,0.11723829244339379
1027,Customer_1027,customer_1027@example.com,2025-08-20,2746.0,4,2025-03-19,134.0,288.0,0.8955223880597015,686.5,614.776119402985,low,tier_4,3,3,4,10,0.08698682209832742,0.12124940834990582
1028,Customer_1028,customer_1028@example.com,2025-09-21,2762.0,4,2025-03-23,102.0,284.0,1.1764705882352942,690.5,812.3529411764706,low,tier_4,3,3,4,10,0.08749366447034972,0.12526052425641784
1029,Customer_1029,customer_1029@example.com,2025-10-22,2778.0,4,2025-03-27,71.0,280.0,1.6901408450704225,694.5,1173.8028169014085,low,tier_4,3,3,4,10,0.08800050684237203,0.12927164016292986
1030,Customer_1030,customer_1030@example.com,2025-11-23,2794.0,4,2025-03-28,39.0,279.0,3.0769230769230766,698.5,2149.230769230769,medium,tier_4,4,3,4,11,0.08850734921439432,0.1332827560694419
1031,Customer_1031,customer_1031@example.com,2025-12-24,2810.0,4,2025-03-07,8.0,300.0,15.0,702.5,10537.5,high,tier_4,2,3,4,9,0.08901419158641663,0.1372938719759539
1032,Customer_1032,customer_1032@example.com,2025-01-25,2826.0,4,2025-03-11,341.0,296.0,0.3519061583577712,706.5,248.6217008797654,low,tier_4,2,3,4,9,0.08952103395843893,0.14130498788246593
1033,Customer_1033,customer_1033@example.com,2025-02-26,2842.0,4,2025-03-15,309.0,292.0,0.3883495145631068,710.5,275.9223300970873,low,tier_4,2,3,4,9,0.09002787633046122,0.14531610378897797
1034,Customer_1034,customer_1034@example.com,2025-03-27,2858.0,4,2025-03-19,280.0,288.0,0.4285714285714285,714.5,306.2142857142857,low,tier_4,3,3,4,10,0.09053471870248353,0.14932721969548998
1035,Customer_1035,customer_1035@example.com,2025-04-28,2874.0,4,2025-03-23,248.0,284.0,0.4838709677419354,718.5,347.6612903225806,low,tier_4,3,3,4,10,0.09104156107450583,0.15333833560200202
1036,Customer_1036,customer_1036@example.com,2025-05-01,2890.0,4,2025-03-27,245.0,280.0,0.489795918367347,722.5,353.8775510204082,low,tier_4,3,3,4,10,0.09154840344652813,0.15734945150851404
1037,Customer_1037,customer_1037@example.com,2025-06-02,2906.0,4,2025-03-28,213.0,279.0,0.5633802816901409,726.5,409.29577464788736,low,tier_4,4,3,4,11,0.09205524581855043,0.16136056741502605
1038,Customer_1038,customer_1038@example.com,2025-07-03,2922.0,4,2025-03-07,182.0,300.0,0.6593406593406593,730.5,481.6483516483517,low,tier_4,2,3,4,9,0.09256208819057272,0.1653716833215381
1039,Customer_1039,customer_1039@example.com,2025-08-04,2938.0,4,2025-03-11,150.0,296.0,0.8,734.5,587.6,low,tier_4,2,3,4,9,0.09306893056259503,0.1693827992280501
1040,Customer_1040,customer_1040@example.com,2025-09-05,2954.0,4,2025-03-15,118.0,292.0,1.0169491525423728,738.5,751.0169491525425,low,tier_4,2,3,4,9,0.09357577293461733,0.17339391513456215
1041,Customer_1041,customer_1041@example.com,2025-10-06,2970.0,4,2025-03-19,87.0,288.0,1.3793103448275863,742.5,1024.1379310344828,low,tier_4,3,3,4,10,0.09408261530663964,0.17740503104107416
1042,Customer_1042,customer_1042@example.com,2025-11-07,2986.0,4,2025-03-23,55.0,284.0,2.181818181818182,746.5,1628.7272727272727,medium,tier_4,3,3,4,10,0.09458945767866193,0.1814161469475862
1043,Customer_1043,customer_1043@example.com,2025-12-08,3002.0,4,2025-03-27,24.0,280.0,5.0,750.5,3752.5,medium,tier_4,3,3,4,10,0.09509630005068424,0.18542726285409822
1044,Customer_1044,customer_1044@example.com,2025-01-09,3018.0,4,2025-03-28,357.0,279.0,0.3361344537815126,754.5,253.61344537815123,low,tier_4,4,3,4,11,0.09560314242270654,0.18943837876061023
1045,Customer_1045,customer_1045@example.com,2025-02-10,3034.0,4,2025-03-07,325.0,300.0,0.3692307692307692,758.5,280.0615384615384,low,tier_4,2,3,5,10,0.09610998479472883,0.19344949466712227
1046,Customer_1046,customer_1046@example.com,2025-03-11,3050.0,4,2025-03-11,296.0,296.0,0.4054054054054054,762.5,309.1216216216216,low,tier_4,2,3,5,10,0.09661682716675114,0.1974606105736343
1047,Customer_1047,customer_1047@example.com,2025-04-12,3066.0,4,2025-03-15,264.0,292.0,0.4545454545454545,766.5,348.4090909090909,low,tier_4,2,3,5,10,0.09712366953877344,0.20147172648014633
1048,Customer_1048,customer_1048@example.com,2025-05-13,3082.0,4,2025-03-19,233.0,288.0,0.5150214592274678,770.5,396.824034334764,low,tier_4,3,3,5,11,0.09763051191079575,0.20548284238665834
1049,Customer_1049,customer_1049@example.com,2025-06-14,3098.0,4,2025-03-23,201.0,284.0,0.5970149253731343,774.5,462.3880597014925,low,tier_4,3,3,5,11,0.09813735428281804,0.20949395829317036
1050,Customer_1050,customer_1050@example.com,2025-07-15,3114.0,4,2025-03-27,170.0,280.0,0.7058823529411764,778.5,549.5294117647059,low,tier_4,3,3,5,11,0.09864419665484034,0.2135050741996824
1051,Customer_1051,customer_1051@example.com,2025-08-16,3130.0,4,2025-03-28,138.0,279.0,0.8695652173913044,782.5,680.4347826086957,low,tier_4,4,3,5,12,0.09915103902686265,0.2175161901061944
1052,Customer_1052,customer_1052@example.com,2025-09-17,3146.0,4,2025-03-07,106.0,300.0,1.1320754716981132,786.5,890.377358490566,low,tier_4,2,3,5,10,0.09965788139888494,0.22152730601270645
1053,Customer_1053,customer_1053@example.com,2025-10-18,3162.0,4,2025-03-11,75.0,296.0,1.6,790.5,1264.8,low,tier_4,2,3,5,10,0.10016472377090725,0.22553842191921847
1054,Customer_1054,customer_1054@example.com,2025-11-19,3178.0,4,2025-03-15,43.0,292.0,2.7906976744186047,794.5,2217.2093023255816,medium,tier_4,2,3,5,10,0.10067156614292955,0.22954953782573048
1055,Customer_1055,customer_1055@example.com,2025-12-20,3194.0,4,2025-03-19,12.0,288.0,10.0,798.5,7985.0,medium,tier_4,3,3,5,11,0.10117840851495186,0.23356065373224252
1056,Customer_1056,customer_1056@example.com,2025-01-21,3210.0,4,2025-03-23,345.0,284.0,0.3478260869565217,802.5,279.1304347826087,low,tier_4,3,3,5,11,0.10168525088697415,0.23757176963875454
1057,Customer_1057,customer_1057@example.com,2025-02-22,3226.0,4,2025-03-27,313.0,280.0,0.3833865814696485,806.5,309.2012779552716,low,tier_4,3,3,5,11,0.10219209325899645,0.24158288554526658
1058,Customer_1058,customer_1058@example.com,2025-03-23,3242.0,4,2025-03-28,284.0,279.0,0.4225352112676056,810.5,342.4647887323944,low,tier_4,4,3,5,12,0.10269893563101876,0.2455940014517786
1059,Customer_1059,customer_1059@example.com,2025-04-24,3258.0,4,2025-03-07,252.0,300.0,0.4761904761904761,814.5,387.8571428571428,low,tier_4,2,3,5,10,0.10320577800304105,0.24960511735829063
1060,Customer_1060,customer_1060@example.com,2025-05-25,3274.0,4,2025-03-11,221.0,296.0,0.5429864253393666,818.5,444.4343891402715,low,tier_4,2,3,5,10,0.10371262037506336,0.25361623326480265
1061,Customer_1061,customer_1061@example.com,2025-06-26,3290.0,4,2025-03-15,189.0,292.0,0.6349206349206349,822.5,522.2222222222223,low,tier_4,2,3,5,10,0.10421946274708566,0.2576273491713147
1062,Customer_1062,customer_1062@example.com,2025-07-27,3306.0,4,2025-03-19,158.0,288.0,0.759493670886076,826.5,627.7215189873418,low,tier_4,3,3,5,11,0.10472630511910795,0.2616384650778267
1063,Customer_1063,customer_1063@example.com,2025-08-28,3322.0,4,2025-03-23,126.0,284.0,0.9523809523809524,830.5,790.952380952381,low,tier_4,3,3,5,11,0.10523314749113026,0.2656495809843387
1064,Customer_1064,customer_1064@example.com,2025-09-01,3338.0,4,2025-03-27,122.0,280.0,0.9836065573770492,834.5,820.8196721311476,low,tier_4,3,3,5,11,0.10573998986315256,0.26966069689085076
1065,Customer_1065,customer_1065@example.com,2025-10-02,3354.0,4,2025-03-28,91.0,279.0,1.3186813186813189,838.5,1105.7142857142858,low,tier_4,4,3,5,12,0.10624683223517487,0.27367181279736275
1066,Customer_1066,customer_1066@example.com,2025-11-03,3370.0,4,2025-03-07,59.0,300.0,2.0338983050847457,842.5,1713.5593220338983,medium,tier_4,2,3,5,10,0.10675367460719716,0.2776829287038748
1067,Customer_1067,customer_1067@example.com,2025-12-04,3386.0,4,2025-03-11,28.0,296.0,4.285714285714286,846.5,3627.857142857143,medium,tier_4,2,3,5,10,0.10726051697921947,0.28169404461038683
1068,Customer_1068,customer_1068@example.com,2025-01-05,3402.0,4,2025-03-15,361.0,292.0,0.3324099722991689,850.5,282.7146814404432,low,tier_4,2,3,5,10,0.10776735935124176,0.28570516051689887
1069,Customer_1069,customer_1069@example.com,2025-02-06,3418.0,4,2025-03-19,329.0,288.0,0.364741641337386,854.5,311.67173252279633,low,tier_4,3,3,5,11,0.10827420172326406,0.28971627642341086
1070,Customer_1070,customer_1070@example.com,2025-03-07,3434.0,4,2025-03-23,300.0,284.0,0.4,858.5,343.4,low,tier_4,3,3,5,11,0.10878104409528637,0.2937273923299229
1071,Customer_1071,customer_1071@example.com,2025-04-08,3450.0,4,2025-03-27,268.0,280.0,0.4477611940298507,862.5,386.19402985074623,low,tier_4,3,3,5,11,0.10928788646730866,0.29773850823643494
1072,Customer_1072,customer_1072@example.com,2025-05-09,3466.0,4,2025-03-28,237.0,279.0,0.5063291139240506,866.5,438.73417721518985,low,tier_4,4,3,5,12,0.10979472883933097,0.3017496241429469
1073,Customer_1073,customer_1073@example.com,2025-06-10,3482.0,4,2025-03-07,205.0,300.0,0.5853658536585367,870.5,509.5609756097561,low,tier_4,2,3,5,10,0.11030157121135327,0.30576074004945897
1074,Customer_1074,customer_1074@example.com,2025-07-11,3498.0,4,2025-03-11,174.0,296.0,0.6896551724137931,874.5,603.1034482758621,low,tier_4,2,3,5,10,0.11080841358337556,0.309771855955971
1075,Customer_1075,customer_1075@example.com,2025-08-12,3514.0,4,2025-03-15,142.0,292.0,0.8450704225352113,878.5,742.3943661971831,low,tier_4,2,3,5,10,0.11131525595539787,0.31378297186248305
1076,Customer_1076,customer_1076@example.com,2025-09-13,3530.0,4,2025-03-19,110.0,288.0,1.090909090909091,882.5,962.7272727272727,low,tier_4,3,3,5,11,0.11182209832742017,0.31779408776899504
1077,Customer_1077,customer_1077@example.com,2025-10-14,3546.0,4,2025-03-23,79.0,284.0,1.518987341772152,886.5,1346.5822784810127,low,tier_4,3,3,5,11,0.11232894069944248,0.3218052036755071
1078,Customer_1078,customer_1078@example.com,2025-11-15,3562.0,4,2025-03-27,47.0,280.0,2.5531914893617023,890.5,2273.617021276596,medium,tier_4,3,3,5,11,0.11283578307146477,0.3258163195820191
1079,Customer_1079,customer_1079@example.com,2025-12-16,3578.0,4,2025-03-28,16.0,279.0,7.5,894.5,6708.75,medium,tier_4,4,3,5,12,0.11334262544348707,0.3298274354885311
1080,Customer_1080,customer_1080@example.com,2025-01-17,3594.0,4,2025-03-07,349.0,300.0,0.3438395415472779,898.5,308.93982808022923,low,tier_4,2,3,5,10,0.11384946781550938,0.33383855139504315
1081,Customer_1081,customer_1081@example.com,2025-02-18,3610.0,4,2025-03-11,317.0,296.0,0.3785488958990536,902.5,341.6403785488959,low,tier_4,2,3,5,10,0.11435631018753167,0.3378496673015552
1082,Customer_1082,customer_1082@example.com,2025-03-19,3626.0,4,2025-03-15,288.0,292.0,0.4166666666666667,906.5,377.70833333333337,low,tier_4,2,3,5,10,0.11486315255955398,0.3418607832080672
1083,Customer_1083,customer_1083@example.com,2025-04-20,3642.0,4,2025-03-19,256.0,288.0,0.46875,910.5,426.796875,low,tier_4,3,3,5,11,0.11536999493157628,0.3458718991145792
1084,Customer_1084,customer_1084@example.com,2025-05-21,3658.0,4,2025-03-23,225.0,284.0,0.5333333333333333,914.5,487.73333333333335,low,tier_4,3,3,5,11,0.11587683730359859,0.34988301502109126
1085,Customer_1085,customer_1085@example.com,2025-06-22,3674.0,4,2025-03-27,193.0,280.0,0.6217616580310881,918.5,571.0880829015543,low,tier_4,3,3,5,11,0.11638367967562088,0.3538941309276033
1086,Customer_1086,customer_1086@example.com,2025-07-23,3690.0,4,2025-03-28,162.0,279.0,0.7407407407407407,922.5,683.3333333333333,low,tier_4,4,3,5,12,0.11689052204764318,0.3579052468341153
1087,Customer_1087,customer_1087@example.com,2025-08-24,3706.0,4,2025-03-07,130.0,300.0,0.9230769230769232,926.5,855.2307692307693,low,tier_4,2,3,5,10,0.11739736441966549,0.36191636274062733
1088,Customer_1088,customer_1088@example.com,2025-09-25,3722.0,4,2025-03-11,98.0,296.0,1.2244897959183674,930.5,1139.3877551020407,low,tier_4,2,3,5,10,0.11790420679168778,0.36592747864713937
1089,Customer_1089,customer_1089@example.com,2025-10-26,3738.0,4,2025-03-15,67.0,292.0,1.791044776119403,934.5,1673.731343283582,low,tier_4,2,3,5,10,0.11841104916371009,0.36993859455365136
1090,Customer_1090,customer_1090@example.com,2025-11-27,3754.0,4,2025-03-19,35.0,288.0,3.4285714285714284,938.5,3217.7142857142853,medium,tier_4,3,3,5,11,0.11891789153573239,0.3739497104601634
1091,Customer_1091,customer_1091@example.com,2025-12-28,3770.0,4,2025-03-23,4.0,284.0,30.0,942.5,28275.0,high,tier_4,3,3,5,11,0.11942473390775468,0.37796082636667544
1092,Customer_1092,customer_1092@example.com,2025-01-01,3786.0,4,2025-03-27,365.0,280.0,0.3287671232876712,946.5,311.17808219178085,low,tier_4,3,3,5,11,0.11993157627977699,0.3819719422731875
1093,Customer_1093,customer_1093@example.com,2025-02-02,3802.0,4,2025-03-28,333.0,279.0,0.3603603603603604,950.5,342.52252252252254,low,tier_4,4,3,5,12,0.12043841865179929,0.38598305817969947
1094,Customer_1094,customer_1094@example.com,2025-03-03,3818.0,4,2025-03-07,304.0,300.0,0.3947368421052631,954.5,376.7763157894737,low,tier_4,2,3,5,10,0.1209452610238216,0.3899941740862115
1095,Customer_1095,customer_1095@example.com,2025-04-04,3834.0,4,2025-03-11,272.0,296.0,0.4411764705882353,958.5,422.86764705882354,low,tier_4,2,3,5,10,0.12145210339584389,0.39400528999272355
1096,Customer_1096,customer_1096@example.com,2025-05-05,3850.0,4,2025-03-15,241.0,292.0,0.4979253112033195,962.5,479.253112033195,low,tier_4,2,3,5,10,0.1219589457678662,0.39801640589923554
1097,Customer_1097,customer_1097@example.com,2025-06-06,3866.0,4,2025-03-19,209.0,288.0,0.5741626794258373,966.5,554.9282296650717,low,tier_4,3,3,5,11,0.1224657881398885,0.4020275218057476
1098,Customer_1098,customer_1098@example.com,2025-07-07,3882.0,4,2025-03-23,178.0,284.0,0.6741573033707865,970.5,654.2696629213483,low,tier_4,3,3,5,11,0.12297263051191079,0.4060386377122596
1099,Customer_1099,customer_1099@example.com,2025-08-08,3898.0,4,2025-03-27,146.0,280.0,0.8219178082191781,974.5,800.9589041095891,low,tier_4,3,3,5,11,0.1234794728839331,0.4100497536187716
1100,Customer_1100,customer_1100@example.com,2025-09-09,3914.0,4,2025-03-28,114.0,279.0,1.0526315789473684,978.5,1030.0,low,tier_4,4,3,5,12,0.1239863152559554,0.41406086952528365
1101,Customer_1101,customer_1101@example.com,2025-10-10,3930.0,4,2025-03-07,83.0,300.0,1.4457831325301205,982.5,1420.4819277108434,low,tier_4,2,3,5,10,0.1244931576279777,0.4180719854317957
1102,Customer_1102,customer_1102@example.com,2025-11-11,3946.0,4,2025-03-11,51.0,296.0,2.3529411764705883,986.5,2321.176470588235,medium,tier_4,2,3,5,10,0.125,0.42208310133830773
1103,Customer_1103,customer_1103@example.com,2025-12-12,3962.0,4,2025-03-15,20.0,292.0,6.0,990.5,5943.0,medium,tier_4,2,3,5,10,0.1255068423720223,0.4260942172448197
1104,Customer_1104,customer_1104@example.com,2025-01-13,3978.0,4,2025-03-19,353.0,288.0,0.3399433427762039,994.5,338.07365439093485,low,tier_4,3,3,5,11,0.1260136847440446,0.43010533315133176
1105,Customer_1105,customer_1105@example.com,2025-02-14,3004.0,4,2025-03-23,321.0,284.0,0.3738317757009346,751.0,280.7476635514019,low,tier_4,3,3,4,10,0.09515965534718702,0.1859286523424122
1106,Customer_1106,customer_1106@example.com,2025-03-15,50.0,4,2025-03-27,292.0,280.0,0.4109589041095891,12.5,5.136986301369864,low,tier_1,3,3,1,7,0.0015838824125696909,-0.5546236218973705
1107,Customer_1107,customer_1107@example.com,2025-04-16,66.0,4,2025-03-28,260.0,279.0,0.4615384615384615,16.5,7.615384615384616,low,tier_1,4,3,1,8,0.002090724784591992,-0.5506125059908584
1108,Customer_1108,customer_1108@example.com,2025-05-17,82.0,4,2025-03-07,229.0,300.0,0.5240174672489083,20.5,10.74235807860262,low,tier_1,2,3,1,6,0.002597567156614293,-0.5466013900843464
1109,Customer_1109,customer_1109@example.com,2025-06-18,98.0,4,2025-03-11,197.0,296.0,0.6091370558375635,24.5,14.923857868020304,low,tier_1,2,3,1,6,0.003104409528636594,-0.5425902741778343
1110,Customer_1110,customer_1110@example.com,2025-07-19,114.0,4,2025-03-15,166.0,292.0,0.7228915662650602,28.5,20.602409638554217,low,tier_1,2,3,1,6,0.003611251900658895,-0.5385791582713223
1111,Customer_1111,customer_1111@example.com,2025-08-20,130.0,4,2025-03-19,134.0,288.0,0.8955223880597015,32.5,29.104477611940297,low,tier_1,3,3,1,7,0.004118094272681196,-0.5345680423648104
1112,Customer_1112,customer_1112@example.com,2025-09-21,146.0,4,2025-03-23,102.0,284.0,1.1764705882352942,36.5,42.94117647058824,low,tier_1,3,3,1,7,0.004624936644703497,-0.5305569264582983
1113,Customer_1113,customer_1113@example.com,2025-10-22,162.0,4,2025-03-27,71.0,280.0,1.6901408450704225,40.5,68.45070422535211,low,tier_1,3,3,1,7,0.005131779016725798,-0.5265458105517863
1114,Customer_1114,customer_1114@example.com,2025-11-23,178.0,4,2025-03-28,39.0,279.0,3.0769230769230766,44.5,136.9230769230769,medium,tier_1,4,3,1,8,0.0056386213887481,-0.5225346946452742
1115,Customer_1115,customer_1115@example.com,2025-12-24,194.0,4,2025-03-07,8.0,300.0,15.0,48.5,727.5,high,tier_1,2,3,1,6,0.0061454637607704,-0.5185235787387622
1116,Customer_1116,customer_1116@example.com,2025-01-25,210.0,4,2025-03-11,341.0,296.0,0.3519061583577712,52.5,18.47507331378299,low,tier_1,2,3,1,6,0.0066523061327927015,-0.5145124628322502
1117,Customer_1117,customer_1117@example.com,2025-02-26,226.0,4,2025-03-15,309.0,292.0,0.3883495145631068,56.5,21.941747572815533,low,tier_1,2,3,1,6,0.007159148504815003,-0.5105013469257381
1118,Customer_1118,customer_1118@example.com,2025-03-27,242.0,4,2025-03-19,280.0,288.0,0.4285714285714285,60.5,25.928571428571427,low,tier_1,3,3,1,7,0.007665990876837303,-0.5064902310192262
1119,Customer_1119,customer_1119@example.com,2025-04-28,258.0,4,2025-03-23,248.0,284.0,0.4838709677419354,64.5,31.20967741935484,low,tier_1,3,3,1,7,0.008172833248859604,-0.5024791151127141
1120,Customer_1120,customer_1120@example.com,2025-05-01,274.0,4,2025-03-27,245.0,280.0,0.489795918367347,68.5,33.55102040816327,low,tier_1,3,3,1,7,0.008679675620881906,-0.4984679992062021
1121,Customer_1121,customer_1121@example.com,2025-06-02,290.0,4,2025-03-28,213.0,279.0,0.5633802816901409,72.5,40.845070422535215,low,tier_1,4,3,1,8,0.009186517992904207,-0.49445688329969006
1122,Customer_1122,customer_1122@example.com,2025-07-03,306.0,4,2025-03-07,182.0,300.0,0.6593406593406593,76.5,50.43956043956044,low,tier_1,2,3,1,6,0.009693360364926507,-0.490445767393178
1123,Customer_1123,customer_1123@example.com,2025-08-04,322.0,4,2025-03-11,150.0,296.0,0.8,80.5,64.4,low,tier_1,2,3,1,6,0.01020020273694881,-0.48643465148666604
1124,Customer_1124,customer_1124@example.com,2025-09-05,338.0,4,2025-03-15,118.0,292.0,1.0169491525423728,84.5,85.93220338983052,low,tier_1,2,3,1,6,0.01070704510897111,-0.482423535580154
1125,Customer_1125,customer_1125@example.com,2025-10-06,354.0,4,2025-03-19,87.0,288.0,1.3793103448275863,88.5,122.06896551724138,low,tier_1,3,3,1,7,0.01121388748099341,-0.47841241967364195
1126,Customer_1126,customer_1126@example.com,2025-11-07,370.0,4,2025-03-23,55.0,284.0,2.181818181818182,92.5,201.8181818181818,medium,tier_1,3,3,1,7,0.011720729853015713,-0.4744013037671299
1127,Customer_1127,customer_1127@example.com,2025-12-08,386.0,4,2025-03-27,24.0,280.0,5.0,96.5,482.5,medium,tier_1,3,3,1,7,0.012227572225038013,-0.4703901878606179
1128,Customer_1128,customer_1128@example.com,2025-01-09,402.0,4,2025-03-28,357.0,279.0,0.3361344537815126,100.5,33.78151260504202,low,tier_1,4,3,1,8,0.012734414597060314,-0.4663790719541059
1129,Customer_1129,customer_1129@example.com,2025-02-10,418.0,4,2025-03-07,325.0,300.0,0.3692307692307692,104.5,38.58461538461538,low,tier_1,2,3,1,6,0.013241256969082616,-0.46236795604759384
1130,Customer_1130,customer_1130@example.com,2025-03-11,434.0,4,2025-03-11,296.0,296.0,0.4054054054054054,108.5,43.98648648648648,low,tier_1,2,3,1,6,0.013748099341104917,-0.45835684014108186
1131,Customer_1131,customer_1131@example.com,2025-04-12,450.0,4,2025-03-15,264.0,292.0,0.4545454545454545,112.5,51.13636363636363,low,tier_1,2,3,1,6,0.014254941713127217,-0.4543457242345698
1132,Customer_1132,customer_1132@example.com,2025-05-13,466.0,4,2025-03-19,233.0,288.0,0.5150214592274678,116.5,60.0,low,tier_1,3,3,1,7,0.014761784085149518,-0.4503346083280578
1133,Customer_1133,customer_1133@example.com,2025-06-14,482.0,4,2025-03-23,201.0,284.0,0.5970149253731343,120.5,71.94029850746269,low,tier_1,3,3,1,7,0.01526862645717182,-0.4463234924215458
1134,Customer_1134,customer_1134@example.com,2025-07-15,498.0,4,2025-03-27,170.0,280.0,0.7058823529411764,124.5,87.88235294117646,low,tier_1,3,3,1,7,0.01577546882919412,-0.44231237651503374
