customer_id,name,email,signup_date,total_spent,total_transactions,last_purchase_date,days_as_customer,days_since_last_purchase,transactions_per_month,avg_spend_per_transaction,lifetime_value_per_month,engagement_bin_equal,spend_tier_quantile,recency_score,frequency_score,monetary_score,rfm_score
1070,Customer_1070,customer_1070@example.com,2025-03-07,3434.0,4,2025-03-23,300.0,284.0,0.4,858.5,343.4,low,tier_4,3,3,5,11
1071,Customer_1071,customer_1071@example.com,2025-04-08,3450.0,4,2025-03-27,268.0,280.0,0.44776119402985076,862.5,386.19402985074623,low,tier_4,3,3,5,11
1072,Customer_1072,customer_1072@example.com,2025-05-09,3466.0,4,2025-03-28,237.0,279.0,0.5063291139240506,866.5,438.73417721518985,low,tier_4,4,3,5,12
1073,Customer_1073,customer_1073@example.com,2025-06-10,3482.0,4,2025-03-07,205.0,300.0,0.5853658536585367,870.5,509.5609756097561,low,tier_4,2,3,5,10
1074,Customer_1074,customer_1074@example.com,2025-07-11,3498.0,4,2025-03-11,174.0,296.0,0.6896551724137931,874.5,603.1034482758621,low,tier_4,2,3,5,10
1075,Customer_1075,customer_1075@example.com,2025-08-12,3514.0,4,2025-03-15,142.0,292.0,0.8450704225352113,878.5,742.3943661971831,low,tier_4,2,3,5,10
1076,Customer_1076,customer_1076@example.com,2025-09-13,3530.0,4,2025-03-19,110.0,288.0,1.090909090909091,882.5,962.7272727272727,low,tier_4,3,3,5,11
1077,Customer_1077,customer_1077@example.com,2025-10-14,3546.0,4,2025-03-23,79.0,284.0,1.518987341772152,886.5,1346.5822784810127,low,tier_4,3,3,5,11
1078,Customer_1078,customer_1078@example.com,2025-11-15,3562.0,4,2025-03-27,47.0,280.0,2.5531914893617023,890.5,2273.6170212765956,medium,tier_4,3,3,5,11
1079,Customer_1079,customer_1079@example.com,2025-12-16,3578.0,4,2025-03-28,16.0,279.0,7.5,894.5,6708.75,medium,tier_4,4,3,5,12
1080,Customer_1080,customer_1080@example.com,2025-01-17,3594.0,4,2025-03-07,349.0,300.0,0.34383954154727797,898.5,308.93982808022923,low,tier_4,2,3,5,10
1081,Customer_1081,customer_1081@example.com,2025-02-18,3610.0,4,2025-03-11,317.0,296.0,0.37854889589905366,902.5,341.6403785488959,low,tier_4,2,3,5,10
1082,Customer_1082,customer_1082@example.com,2025-03-19,3626.0,4,2025-03-15,288.0,292.0,0.4166666666666667,906.5,377.70833333333337,low,tier_4,2,3,5,10
1083,Customer_1083,customer_1083@example.com,2025-04-20,3642.0,4,2025-03-19,256.0,288.0,0.46875,910.5,426.796875,low,tier_4,3,3,5,11
1084,Customer_1084,customer_1084@example.com,2025-05-21,3658.0,4,2025-03-23,225.0,284.0,0.5333333333333333,914.5,487.73333333333335,low,tier_4,3,3,5,11
1085,Customer_1085,customer_1085@example.com,2025-06-22,3674.0,4,2025-03-27,193.0,280.0,0.6217616580310881,918.5,571.0880829015543,low,tier_4,3,3,5,11
1086,Customer_1086,customer_1086@example.com,2025-07-23,3690.0,4,2025-03-28,162.0,279.0,0.7407407407407407,922.5,683.3333333333333,low,tier_4,4,3,5,12
1087,Customer_1087,customer_1087@example.com,2025-08-24,3706.0,4,2025-03-07,130.0,300.0,0.9230769230769231,926.5,855.2307692307693,low,tier_4,2,3,5,10
1088,Customer_1088,customer_1088@example.com,2025-09-25,3722.0,4,2025-03-11,98.0,296.0,1.2244897959183674,930.5,1139.3877551020407,low,tier_4,2,3,5,10
1089,Customer_1089,customer_1089@example.com,2025-10-26,3738.0,4,2025-03-15,67.0,292.0,1.791044776119403,934.5,1673.731343283582,low,tier_4,2,3,5,10
1090,Customer_1090,customer_1090@example.com,2025-11-27,3754.0,4,2025-03-19,35.0,288.0,3.4285714285714284,938.5,3217.7142857142853,medium,tier_4,3,3,5,11
1091,Customer_1091,customer_1091@example.com,2025-12-28,3770.0,4,2025-03-23,4.0,284.0,30.0,942.5,28275.0,high,tier_4,3,3,5,11
1092,Customer_1092,customer_1092@example.com,2025-01-01,3786.0,4,2025-03-27,365.0,280.0,0.32876712328767127,946.5,311.17808219178085,low,tier_4,3,3,5,11
1093,Customer_1093,customer_1093@example.com,2025-02-02,3802.0,4,2025-03-28,333.0,279.0,0.3603603603603604,950.5,342.52252252252254,low,tier_4,4,3,5,12
1094,Customer_1094,customer_1094@example.com,2025-03-03,3818.0,4,2025-03-07,304.0,300.0,0.39473684210526316,954.5,376.7763157894737,low,tier_4,2,3,5,10
1095,Customer_1095,customer_1095@example.com,2025-04-04,3834.0,4,2025-03-11,272.0,296.0,0.4411764705882353,958.5,422.86764705882354,low,tier_4,2,3,5,10
1096,Customer_1096,customer_1096@example.com,2025-05-05,3850.0,4,2025-03-15,241.0,292.0,0.4979253112033195,962.5,479.253112033195,low,tier_4,2,3,5,10
1097,Customer_1097,customer_1097@example.com,2025-06-06,3866.0,4,2025-03-19,209.0,288.0,0.5741626794258373,966.5,554.9282296650717,low,tier_4,3,3,5,11
1098,Customer_1098,customer_1098@example.com,2025-07-07,3882.0,4,2025-03-23,178.0,284.0,0.6741573033707865,970.5,654.2696629213483,low,tier_4,3,3,5,11
1099,Customer_1099,customer_1099@example.com,2025-08-08,3898.0,4,2025-03-27,146.0,280.0,0.8219178082191781,974.5,800.9589041095891,low,tier_4,3,3,5,11
1100,Customer_1100,customer_1100@example.com,2025-09-09,3914.0,4,2025-03-28,114.0,279.0,1.0526315789473684,978.5,1030.0,low,tier_4,4,3,5,12
1101,Customer_1101,customer_1101@example.com,2025-10-10,3930.0,4,2025-03-07,83.0,300.0,1.4457831325301205,982.5,1420.4819277108434,low,tier_4,2,3,5,10
1102,Customer_1102,customer_1102@example.com,2025-11-11,3946.0,4,2025-03-11,51.0,296.0,2.3529411764705883,986.5,2321.176470588235,medium,tier_4,2,3,5,10
1103,Customer_1103,customer_1103@example.com,2025-12-12,3962.0,4,2025-03-15,20.0,292.0,6.0,990.5,5943.0,medium,tier_4,2,3,5,10
1104,Customer_1104,customer_1104@example.com,2025-01-13,3978.0,4,2025-03-19,353.0,288.0,0.3399433427762039,994.5,338.07365439093485,low,tier_4,3,3,5,11
1105,Customer_1105,customer_1105@example.com,2025-02-14,3004.0,4,2025-03-23,321.0,284.0,0.3738317757009346,751.0,280.7476635514019,low,tier_4,3,3,4,10
1106,Customer_1106,customer_1106@example.com,2025-03-15,50.0,4,2025-03-27,292.0,280.0,0.4109589041095891,12.5,5.136986301369864,low,tier_1,3,3,1,7
1107,Customer_1107,customer_1107@example.com,2025-04-16,66.0,4,2025-03-28,260.0,279.0,0.46153846153846156,16.5,7.615384615384616,low,tier_1,4,3,1,8
1108,Customer_1108,customer_1108@example.com,2025-05-17,82.0,4,2025-03-07,229.0,300.0,0.5240174672489083,20.5,10.742358078602619,low,tier_1,2,3,1,6
1109,Customer_1109,customer_1109@example.com,2025-06-18,98.0,4,2025-03-11,197.0,296.0,0.6091370558375635,24.5,14.923857868020304,low,tier_1,2,3,1,6
1110,Customer_1110,customer_1110@example.com,2025-07-19,114.0,4,2025-03-15,166.0,292.0,0.7228915662650602,28.5,20.602409638554217,low,tier_1,2,3,1,6
1111,Customer_1111,customer_1111@example.com,2025-08-20,130.0,4,2025-03-19,134.0,288.0,0.8955223880597015,32.5,29.104477611940297,low,tier_1,3,3,1,7
1112,Customer_1112,customer_1112@example.com,2025-09-21,146.0,4,2025-03-23,102.0,284.0,1.1764705882352942,36.5,42.94117647058824,low,tier_1,3,3,1,7
1113,Customer_1113,customer_1113@example.com,2025-10-22,162.0,4,2025-03-27,71.0,280.0,1.6901408450704225,40.5,68.45070422535211,low,tier_1,3,3,1,7
1114,Customer_1114,customer_1114@example.com,2025-11-23,178.0,4,2025-03-28,39.0,279.0,3.0769230769230766,44.5,136.9230769230769,medium,tier_1,4,3,1,8
1115,Customer_1115,customer_1115@example.com,2025-12-24,194.0,4,2025-03-07,8.0,300.0,15.0,48.5,727.5,high,tier_1,2,3,1,6
1116,Customer_1116,customer_1116@example.com,2025-01-25,210.0,4,2025-03-11,341.0,296.0,0.3519061583577712,52.5,18.47507331378299,low,tier_1,2,3,1,6
1117,Customer_1117,customer_1117@example.com,2025-02-26,226.0,4,2025-03-15,309.0,292.0,0.3883495145631068,56.5,21.941747572815533,low,tier_1,2,3,1,6
1118,Customer_1118,customer_1118@example.com,2025-03-27,242.0,4,2025-03-19,280.0,288.0,0.42857142857142855,60.5,25.928571428571427,low,tier_1,3,3,1,7
1119,Customer_1119,customer_1119@example.com,2025-04-28,258.0,4,2025-03-23,248.0,284.0,0.48387096774193544,64.5,31.209677419354836,low,tier_1,3,3,1,7
1120,Customer_1120,customer_1120@example.com,2025-05-01,274.0,4,2025-03-27,245.0,280.0,0.489795918367347,68.5,33.55102040816327,low,tier_1,3,3,1,7
1121,Customer_1121,customer_1121@example.com,2025-06-02,290.0,4,2025-03-28,213.0,279.0,0.5633802816901409,72.5,40.845070422535215,low,tier_1,4,3,1,8
1122,Customer_1122,customer_1122@example.com,2025-07-03,306.0,4,2025-03-07,182.0,300.0,0.6593406593406593,76.5,50.43956043956044,low,tier_1,2,3,1,6
1123,Customer_1123,customer_1123@example.com,2025-08-04,322.0,4,2025-03-11,150.0,296.0,0.8,80.5,64.4,low,tier_1,2,3,1,6
1124,Customer_1124,customer_1124@example.com,2025-09-05,338.0,4,2025-03-15,118.0,292.0,1.0169491525423728,84.5,85.93220338983052,low,tier_1,2,3,1,6
1125,Customer_1125,customer_1125@example.com,2025-10-06,354.0,4,2025-03-19,87.0,288.0,1.3793103448275863,88.5,122.06896551724138,low,tier_1,3,3,1,7
1126,Customer_1126,customer_1126@example.com,2025-11-07,370.0,4,2025-03-23,55.0,284.0,2.181818181818182,92.5,201.8181818181818,medium,tier_1,3,3,1,7
1127,Customer_1127,customer_1127@example.com,2025-12-08,386.0,4,2025-03-27,24.0,280.0,5.0,96.5,482.5,medium,tier_1,3,3,1,7
1128,Customer_1128,customer_1128@example.com,2025-01-09,402.0,4,2025-03-28,357.0,279.0,0.3361344537815126,100.5,33.78151260504202,low,tier_1,4,3,1,8
1129,Customer_1129,customer_1129@example.com,2025-02-10,418.0,4,2025-03-07,325.0,300.0,0.3692307692307692,104.5,38.58461538461538,low,tier_1,2,3,1,6
1130,Customer_1130,customer_1130@example.com,2025-03-11,434.0,4,2025-03-11,296.0,296.0,0.4054054054054054,108.5,43.986486486486484,low,tier_1,2,3,1,6
1131,Customer_1131,customer_1131@example.com,2025-04-12,450.0,4,2025-03-15,264.0,292.0,0.45454545454545453,112.5,51.13636363636363,low,tier_1,2,3,1,6
1132,Customer_1132,customer_1132@example.com,2025-05-13,466.0,4,2025-03-19,233.0,288.0,0.5150214592274678,116.5,60.0,low,tier_1,3,3,1,7
1133,Customer_1133,customer_1133@example.com,2025-06-14,482.0,4,2025-03-23,201.0,284.0,0.5970149253731343,120.5,71.94029850746269,low,tier_1,3,3,1,7
1134,Customer_1134,customer_1134@example.com,2025-07-15,498.0,4,2025-03-27,170.0,280.0,0.7058823529411764,124.5,87.88235294117646,low,tier_1,3,3,1,7
1135,Customer_1135,customer_1135@example.com,2025-08-16,514.0,4,2025-03-28,138.0,279.0,0.8695652173913044,128.5,111.73913043478262,low,tier_1,4,3,1,8
1136,Customer_1136,customer_1136@example.com,2025-09-17,530.0,4,2025-03-07,106.0,300.0,1.1320754716981132,132.5,150.0,low,tier_1,2,3,1,6
1137,Customer_1137,customer_1137@example.com,2025-10-18,546.0,4,2025-03-11,75.0,296.0,1.6,136.5,218.4,low,tier_1,2,3,2,7
1138,Customer_1138,customer_1138@example.com,2025-11-19,562.0,4,2025-03-15,43.0,292.0,2.7906976744186047,140.5,392.09302325581393,medium,tier_1,2,3,2,7
1139,Customer_1139,customer_1139@example.com,2025-12-20,578.0,4,2025-03-19,12.0,288.0,10.0,144.5,1445.0,medium,tier_1,3,3,2,8
1140,Customer_1140,customer_1140@example.com,2025-01-21,594.0,4,2025-03-23,345.0,284.0,0.34782608695652173,148.5,51.65217391304348,low,tier_1,3,3,2,8
1141,Customer_1141,customer_1141@example.com,2025-02-22,610.0,4,2025-03-27,313.0,280.0,0.38338658146964855,152.5,58.466453674121404,low,tier_1,3,3,2,8
1142,Customer_1142,customer_1142@example.com,2025-03-23,626.0,4,2025-03-28,284.0,279.0,0.4225352112676056,156.5,66.12676056338029,low,tier_2,4,3,2,9
1143,Customer_1143,customer_1143@example.com,2025-04-24,642.0,4,2025-03-07,252.0,300.0,0.47619047619047616,160.5,76.42857142857143,low,tier_2,2,3,2,7
1144,Customer_1144,customer_1144@example.com,2025-05-25,658.0,4,2025-03-11,221.0,296.0,0.5429864253393666,164.5,89.3212669683258,low,tier_2,2,3,2,7
1145,Customer_1145,customer_1145@example.com,2025-06-26,674.0,4,2025-03-15,189.0,292.0,0.6349206349206349,168.5,106.98412698412699,low,tier_2,2,3,2,7
1146,Customer_1146,customer_1146@example.com,2025-07-27,690.0,4,2025-03-19,158.0,288.0,0.759493670886076,172.5,131.0126582278481,low,tier_2,3,3,2,8
1147,Customer_1147,customer_1147@example.com,2025-08-28,706.0,4,2025-03-23,126.0,284.0,0.9523809523809523,176.5,168.0952380952381,low,tier_2,3,3,2,8
1148,Customer_1148,customer_1148@example.com,2025-09-01,722.0,4,2025-03-27,122.0,280.0,0.9836065573770493,180.5,177.54098360655738,low,tier_2,3,3,2,8
1149,Customer_1149,customer_1149@example.com,2025-10-02,738.0,4,2025-03-28,91.0,279.0,1.3186813186813187,184.5,243.2967032967033,low,tier_2,4,3,2,9
1150,Customer_1150,customer_1150@example.com,2025-11-03,754.0,4,2025-03-07,59.0,300.0,2.0338983050847457,188.5,383.3898305084746,medium,tier_2,2,3,2,7
1151,Customer_1151,customer_1151@example.com,2025-12-04,770.0,4,2025-03-11,28.0,296.0,4.285714285714286,192.5,825.0,medium,tier_2,2,3,2,7
1152,Customer_1152,customer_1152@example.com,2025-01-05,786.0,4,2025-03-15,361.0,292.0,0.33240997229916897,196.5,65.31855955678671,low,tier_2,2,3,2,7
1153,Customer_1153,customer_1153@example.com,2025-02-06,802.0,4,2025-03-19,329.0,288.0,0.364741641337386,200.5,73.1306990881459,low,tier_2,3,3,2,8
1154,Customer_1154,customer_1154@example.com,2025-03-07,818.0,4,2025-03-23,300.0,284.0,0.4,204.5,81.8,low,tier_2,3,3,3,9
1155,Customer_1155,customer_1155@example.com,2025-04-08,834.0,4,2025-03-27,268.0,280.0,0.44776119402985076,208.5,93.35820895522387,low,tier_2,3,3,3,9
1156,Customer_1156,customer_1156@example.com,2025-05-09,850.0,4,2025-03-28,237.0,279.0,0.5063291139240506,212.5,107.59493670886076,low,tier_2,4,3,3,10
1157,Customer_1157,customer_1157@example.com,2025-06-10,866.0,4,2025-03-07,205.0,300.0,0.5853658536585367,216.5,126.73170731707317,low,tier_2,2,3,3,8
1158,Customer_1158,customer_1158@example.com,2025-07-11,882.0,4,2025-03-11,174.0,296.0,0.6896551724137931,220.5,152.0689655172414,low,tier_2,2,3,3,8
1159,Customer_1159,customer_1159@example.com,2025-08-12,898.0,4,2025-03-15,142.0,292.0,0.8450704225352113,224.5,189.7183098591549,low,tier_2,2,3,3,8
1160,Customer_1160,customer_1160@example.com,2025-09-13,914.0,4,2025-03-19,110.0,288.0,1.090909090909091,228.5,249.27272727272728,low,tier_2,3,3,3,9
1161,Customer_1161,customer_1161@example.com,2025-10-14,930.0,4,2025-03-23,79.0,284.0,1.518987341772152,232.5,353.1645569620253,low,tier_3,3,3,3,9
1162,Customer_1162,customer_1162@example.com,2025-11-15,946.0,4,2025-03-27,47.0,280.0,2.5531914893617023,236.5,603.8297872340426,medium,tier_3,3,3,3,9
1163,Customer_1163,customer_1163@example.com,2025-12-16,962.0,4,2025-03-28,16.0,279.0,7.5,240.5,1803.75,medium,tier_3,4,3,3,10
1164,Customer_1164,customer_1164@example.com,2025-01-17,978.0,4,2025-03-07,349.0,300.0,0.34383954154727797,244.5,84.06876790830945,low,tier_3,2,3,3,8
